timestamp,id,text,truncated,hashtags,symbols,retweet_count,favorite_count,possibly_sensitive_link,lang,result_type,filtered_for,user_handle,user_name,user_follower_count,user_favorites_count,user_lifetime_interactions
Mon Nov 11 00:07:54 +0000 2019,1193681722975674368,"BREAKING: Trump has fired Lt Col Vindman, whose damning testimony confirmed Trump tried to bribe and extort Ukraine… https://t.co/GPe2p9p2cX",True,[],[],25139,64494,,en,popular,disgusting,funder,Scott Dworkin,539356,109527,220251
Sun Nov 10 14:41:38 +0000 2019,1193539217386856450,"A disgusting, filthy attack by an utterly failed excuse for a human being. This disgraceful, baseless attack on a g… https://t.co/xkbj6gAlQh",True,[],[],2654,6878,False,en,popular,disgusting,dbongino,Dan Bongino,1285575,54818,54230
Sun Nov 10 14:39:02 +0000 2019,1193538560042950657,The “whistleblower” &amp; all of his supposed sources should testify &amp; answer GOP questions. Schiff blocking this would… https://t.co/2nXDL7JJyO,True,[],[],8656,23397,,en,popular,disgusting,RepLeeZeldin,Lee Zeldin,137221,27,2628
Mon Nov 11 06:05:53 +0000 2019,1193771810749202440,"Literal demons wouldn’t do this. What a disgusting, subhuman piece of trash this thing is. https://t.co/WoNEazpgvK",False,[],[],0,0,False,en,recent,disgusting,FedUpInCanada,EvenMoreFedUpInCanada,367,623,940
Mon Nov 11 06:05:41 +0000 2019,1193771759364976640,I need to come offline for a while cus this #PCAs BS is going to make me pop a blood vessel tonight. If u're losing… https://t.co/P5KkYFEfht,True,"[{'text': 'PCAs', 'indices': [44, 49]}]",[],0,0,,en,recent,disgusting,ShinR29,🎭🔪bts only b*tch!🍻🍷🥂방탄소년단 fan account,971,65396,77851
Mon Nov 11 06:05:40 +0000 2019,1193771755829157889,This is disgusting. Abeg have some manners. https://t.co/eDzRcjOVid,False,[],[],0,0,False,en,recent,disgusting,gvlden_barbie,Dangerous Woman Stan,1106,36065,99033
Mon Nov 11 06:05:38 +0000 2019,1193771749646753792,This is disgusting... real plan B’s are 55 dollars and change. Don’t sell yourself short https://t.co/Bp1vfHMdc5,False,[],[],0,0,False,en,recent,disgusting,abrahamhinoja,Abraham🍁,262,508,687
Mon Nov 11 06:05:38 +0000 2019,1193771746664402944,fuck all you disgusting greedy billionaires https://t.co/IoSUJHL3Ly,False,[],[],0,0,True,en,recent,disgusting,DemonControl1,Demoncontrol,101,5223,6944
Mon Nov 11 06:05:36 +0000 2019,1193771740658372608,I want to move out of this country this is disgusting https://t.co/tTKoWRKY9N,False,[],[],0,0,False,en,recent,disgusting,nievesgranger,nieves,223,12338,18547
Mon Nov 11 06:05:19 +0000 2019,1193771668122062848,Gold Star father rips ‘disgusting’ Donald Trump Jr. for comparing his life to son now interred in Arlington Cemeter… https://t.co/Fg65XLJqjW,True,[],[],0,1,False,en,recent,disgusting,eralpatky,"Save🇺🇸Democracy🗽""All Roads Lead to Putin.""",2884,133390,104565
Mon Nov 11 06:05:07 +0000 2019,1193771616083357696,And the majority are little ass kids too??!!! Wilddddd. Disgusting https://t.co/7HaKT2YS1G,False,[],[],0,0,False,en,recent,disgusting,ecbaju,☼,106,1090,4065
Mon Nov 11 06:05:00 +0000 2019,1193771586592968704,"So, the kids bop lady has a husband I see. How disgusting https://t.co/fL8JRnB8XN",False,[],[],0,0,False,en,recent,disgusting,ItsKevinBlack,Kevin Black,84,7251,1326
Mon Nov 11 06:04:48 +0000 2019,1193771536852901888,"Do you know what's sad, this fandom does exactly the same thing that happened with S.  The girls can read everythin… https://t.co/WcXfgam4PH",True,[],[],0,0,,en,recent,disgusting,topblinknews,B,30,2465,873
Mon Nov 11 06:04:47 +0000 2019,1193771532297748480,wow. k-media and SK government is scary. just cause y’all happened to have a scandal on going with the government a… https://t.co/6IcyYu71x7,True,[],[],0,0,,en,recent,disgusting,Gorgxous_,🌸,77675,6764,110236
Mon Nov 11 06:04:23 +0000 2019,1193771431756087297,They just proved to us how disgusting their award show is. How irrelevant they are. KARMA is an ARMY and ARMY never… https://t.co/5nJUoon07I,True,[],[],0,1,,en,recent,disgusting,robieeeme,💜 Voting Season || VOTE BTS!!💜🇵🇭,620,17753,42706
Sun Nov 10 14:39:00 +0000 2019,1193538553680220160,Kate Snow is a dumb fuck for sure....this is disgusting https://t.co/gpXd4P62Nf,False,[],[],0,0,False,en,recent,disgusting,hardy9_t,GamecockPuck18,108,1590,3159
Sun Nov 10 14:38:50 +0000 2019,1193538509186965504,Omg everyone just watched and let her do that... disgusting. https://t.co/POyteONdPe,False,[],[],0,0,False,en,recent,disgusting,nazayon_,naz,712,33776,9046
Sun Nov 10 14:38:37 +0000 2019,1193538456628191234,How do you expect to educate a child who is very clearly starving and unable to learn and participate without at le… https://t.co/hZbbMbD1CV,True,[],[],1,20,False,en,recent,disgusting,molsimons,mol,2010,50231,22634
Sun Nov 10 14:38:27 +0000 2019,1193538412973875206,Fucking disgusting. Let him rest peacefully what the fuck is this. https://t.co/hLY094CRuK,False,[],[],0,2,False,en,recent,disgusting,DaniyaA6,dano,2526,51903,27710
Sun Nov 10 14:38:22 +0000 2019,1193538394267226112,"I have a dilemma.

I don't know if retweeting some anti that says really disgusting things can help the cause.

I f… https://t.co/JrvMinyNMr",True,[],[],0,1,,en,recent,disgusting,SpeechBubble5,SpeechBubble,7,16,129
Sun Nov 10 14:38:20 +0000 2019,1193538385291436032,the fact that no one has brought me food yet today is quite disgusting actually,False,[],[],0,0,,en,recent,disgusting,Hollyv_m,danny defeeto,711,31879,10825
Sun Nov 10 14:38:18 +0000 2019,1193538376579735552,Lies lies lies.  You disgusting traitor. Your and your town drunk co-conspirator are using MY MONEY from MY SAVINGS… https://t.co/ezCDLtHrmC,True,[],[],0,0,False,en,recent,disgusting,bhaynnes2,@bhaynnes2 Massively Shadow Banned,10835,62821,97537
Sun Nov 10 14:38:15 +0000 2019,1193538365724987399,You are really disgusting brother. https://t.co/FO9yQBVPta,False,[],[],0,1,True,en,recent,disgusting,Vashthegoat,🚶🏾‍♂️🚶🏾‍♂️🚶🏾‍♂️#EBH,115,2119,6690
Sun Nov 10 14:38:13 +0000 2019,1193538357063815168,You are disgusting. https://t.co/pZYYMBm2Qv,False,[],[],0,0,False,en,recent,disgusting,zayngotthatsalt,Fine Flames,963,30556,25332
Sun Nov 10 14:38:12 +0000 2019,1193538351594274816,"This is so disgusting, personal privacy, learn it🙄 https://t.co/pqtOQ7k7sr",False,[],[],0,1,False,en,recent,disgusting,Amy_bellxx,Amy💗,3581,26256,62425
Sun Nov 10 14:38:12 +0000 2019,1193538351376171010,"Not to be horny on main, and i really try not to but i really just want to eat straight man ass i know its disgusting",False,[],[],0,0,,en,recent,disgusting,Bulbapoor,🧖🏾‍♂️,22,2023,373
Sun Nov 10 14:38:05 +0000 2019,1193538321072492545,NIKKI HALEY DISGUSTING https://t.co/LLF6yNeo1A,False,[],[],0,0,False,en,recent,disgusting,maximum_girl,maximum girl,60,21703,1881
Sun Nov 10 14:38:04 +0000 2019,1193538317289172992,You could probably reach 1k followers on this site just by being vaguely aware of Evangelion. Disgusting.,False,[],[],1,36,,en,recent,disgusting,AnimeSerbia,𝓣𝓻𝓪𝓼𝓱 𝓚𝔀𝓮𝓮𝓷 𝓦𝔂𝓽𝓬𝓱,1639,26034,14284
Sun Nov 10 14:38:04 +0000 2019,1193538317087920128,this is disgusting https://t.co/fyK10jQmHI,False,[],[],0,1,False,en,recent,disgusting,cattyftari,𝔡𝔦𝔬𝔫𝔫𝔢 𝔩𝔦𝔞𝔫𝔫𝔞,161,1315,2094
Sun Nov 10 14:38:02 +0000 2019,1193538311333261313,can’t believe charlies on a first name basis with other women. men are disgusting,False,[],[],0,8,,en,recent,disgusting,rzrbldee,shoving baubles up my ass,750,26918,10376
Sun Nov 10 14:37:53 +0000 2019,1193538270841516032,fucking disgusting #FTP https://t.co/qMekuxTOiC,False,"[{'text': 'FTP', 'indices': [19, 23]}]",[],1,4,False,en,recent,disgusting,snorlaxativez,lori :),986,34061,15078
Sun Nov 10 14:37:43 +0000 2019,1193538231830228992,old european men are so disgusting like i cant put my feelings towards them into words,False,[],[],0,2,,en,recent,disgusting,ctrbI,hîva,102,4185,978
Sun Nov 10 14:37:42 +0000 2019,1193538227522691072,"This is absolutely disgusting , they think just bc they’re online they can say whatever tf they want https://t.co/eixVe1KBDG",False,[],[],0,0,False,en,recent,disgusting,Awkdianab,Diana,216,10423,13030
Sun Nov 10 14:37:42 +0000 2019,1193538226528702464,[Trailer] Sci-fi Film 'The Mandela Effect' Aims to Mess With Your Memory and Your Mind - Bloody Disgusting https://t.co/kqycymT4id,False,[],[],0,0,False,en,recent,disgusting,Harper2007,Matt Jones,596,24968,7721
Sun Nov 10 14:37:42 +0000 2019,1193538225366872067,im so disgusting wtf,False,[],[],0,0,,en,recent,disgusting,deathcals,ً,35,850,494
Sun Nov 10 14:37:40 +0000 2019,1193538216453955585,you cast out people who it’s so appears to have been abused probably since they were 3 months old- all this disgust… https://t.co/4BVpm8HYNn,True,[],[],0,0,,en,recent,disgusting,Stacybquiet,𝕊𝕥𝕒𝕔𝕪 𝕊𝕥𝕒𝕔𝕪,1037,8064,19259
Sun Nov 10 14:37:37 +0000 2019,1193538203736657922,"thinking that you’re special is a normal human thing, but act like you’re special is.. disgusting tho.",False,[],[],0,3,,en,recent,disgusting,arkanmgh,sugarman,608,509,19829
Sun Nov 10 14:37:29 +0000 2019,1193538170735845376,EW. DISGUSTING https://t.co/DkNtj6fAI5,False,[],[],0,0,False,en,recent,disgusting,THVNKYOVLORDE,KING.,217,2460,9064
Sun Nov 10 14:37:21 +0000 2019,1193538136904650752,It’s so unbelievable! he and his cunt prostitute wife are beyond disgusting! https://t.co/6ou9XDIo8s,False,[],[],0,0,False,en,recent,disgusting,chezdes,Cheryl DeSimone,514,1397,40094
Sun Nov 10 14:37:16 +0000 2019,1193538116725944322,"you who isn't alive
supposing, just supposing
If you were to suddenly start breathing
would you call me ""disgusting… https://t.co/5LpebFgYDk",True,[],[],0,0,,en,recent,disgusting,basicbishoujo,Basic Bishoujo,51,15721,2452
Sun Nov 10 14:37:11 +0000 2019,1193538096924639236,daenerys stans are disgusting lmfao,False,[],[],0,1,,en,recent,disgusting,cinematog_raphy,MMA fighting 200 pound something,513,11254,47899
Sun Nov 10 14:37:10 +0000 2019,1193538091279097859,i’m so in love with kihyun its disgusting at this point.,False,[],[],0,2,,en,recent,disgusting,KllHYUK,mads luvs wonho,2084,36085,55398
Sun Nov 10 14:37:10 +0000 2019,1193538091111395329,Nothing makes me want to vomit more than when someone sticks their tongue out and it’s completely white. Disgusting😖,False,[],[],0,0,,en,recent,disgusting,SimiLawson,$i$i,884,7221,32019
Sun Nov 10 14:37:08 +0000 2019,1193538084257832960,That’s disgusting and disturbing https://t.co/X0TnVypgro,False,[],[],0,0,False,en,recent,disgusting,1dopeJAHAITIAN,Sabs🌬✨,490,19267,38569
Sun Nov 10 14:37:08 +0000 2019,1193538081816825862,It’s coordinated hate campaign by the right wing media. They are disgusting. https://t.co/Y5TbEKTQj3,False,[],[],0,0,False,en,recent,disgusting,CosmeticFreedom,Afro Cosmetic Freedom✨,68,456,722
Sun Nov 10 14:37:00 +0000 2019,1193538049810075648,They need to teach Scott McTominay how to tear those disgusting shots from outside the box.,False,[],[],0,0,,en,recent,disgusting,cloutician,I peed & farded & shidded & camed,12,2188,2135
Sun Nov 10 14:36:48 +0000 2019,1193538000963145728,Nooni is super disgusting 😭😭😭🤮🤢🤮🤢🤐,False,[],[],0,0,,en,recent,disgusting,Whycreepy6aif,🌿,226,2094,11586
Sun Nov 10 14:36:47 +0000 2019,1193537996731092992,disgusting 🤢 https://t.co/BmAdWZEmin,False,[],[],0,0,False,en,recent,disgusting,vulturekultur,anna 𓆘,161,20999,3645
Sun Nov 10 14:36:44 +0000 2019,1193537982097248256,"This is disgusting..... and hiding behind some ""broader plan"" is just plain bs https://t.co/y4UhpDOXsc",False,[],[],0,1,False,en,recent,disgusting,SenJesusChrist,Senator Jesus Christ,1423,835,1929
Sun Nov 10 14:36:37 +0000 2019,1193537950883209218,Sea food is disgusting,False,[],[],0,0,,en,recent,disgusting,TyreseHunter3,OSU (9-0),1381,16353,31450
Sun Nov 10 14:36:34 +0000 2019,1193537939688624128,"You should know guys, this is disgusting. https://t.co/wvalCjrdVV",False,[],[],0,3,False,en,recent,disgusting,SAMA_HUSSEINN,سماسم,153,2971,2552
Sun Nov 10 14:36:33 +0000 2019,1193537937402499072,"#spreadtheirshame this is disgusting practice. Even if it’s a necessity arrest (spoiler: it ain’t), four officers r… https://t.co/PIx4LlvEAh",True,"[{'text': 'spreadtheirshame', 'indices': [0, 17]}]",[],0,1,False,en,recent,disgusting,nathanielagray,Nathaniel Gray,18,218,225
Sun Nov 10 14:36:27 +0000 2019,1193537910529757184,"How can someone justify this? “It’s just a belt”, “y’all too sensitive nowadays”. Dude, that’s abuse. It’s disgusti… https://t.co/ChKtjCdcxy",True,[],[],1,4,False,en,recent,disgusting,naomi2520_6,joana,1706,50956,64787
Sun Nov 10 14:36:23 +0000 2019,1193537895275147264,This is fucking disgusting! https://t.co/AOIVSMZQWR,False,[],[],0,0,False,en,recent,disgusting,BMaejr,BRun,152,6102,8333
Sun Nov 10 14:36:22 +0000 2019,1193537889797210116,people are disgusting https://t.co/wqe4Svt0QD,False,[],[],0,1,False,en,recent,disgusting,97myouis,꒰•ᴗ•ू꒱,391,8639,53260
Sun Nov 10 14:36:14 +0000 2019,1193537856775610368,I find it disgusting this moron is raising money off knifing the tRUmp balloon. I reported his go-fundme for raisin… https://t.co/GQTtezFM0m,True,[],[],0,0,False,en,recent,disgusting,BluePixie3,BluePixie,966,55302,28842
Sun Nov 10 14:36:11 +0000 2019,1193537844050059264,"The man is disgusting, shear cheek of the man. He is fit to walk in the footsteps of these brave men and women who… https://t.co/jHtoFWsvHU",True,[],[],0,0,False,en,recent,disgusting,n_redpath,Outlook_Bright,217,5764,2417
Sun Nov 10 14:36:09 +0000 2019,1193537833409089536,This is so disgusting omfg https://t.co/fXUo6hmEWY,False,[],[],0,1,False,en,recent,disgusting,KatysKris,𝓚𝓻𝓲𝓼 ✨,122,15312,1950
Sun Nov 10 14:35:58 +0000 2019,1193537790312476672,Ugh y'all are disgusting https://t.co/7uPbL6aA0o,False,[],[],0,1,False,en,recent,disgusting,youremylokistar,𝖙𝖆𝖓𝖏𝖎𝖍𝖔𝖊,967,9605,16401
Sun Nov 10 14:35:51 +0000 2019,1193537758028947456,"You are a disgusting liar. You are a commie, a criminal and a threat to the nation.  I hope you like orange.  I'm a… https://t.co/lLOVoFpbDe",True,[],[],0,0,False,en,recent,disgusting,bhaynnes2,@bhaynnes2 Massively Shadow Banned,10835,62821,97537
Sun Nov 10 14:35:34 +0000 2019,1193537688634298368,This is the most unattractive thing ever I look disgusting as I’m recently out the shower and tidying but I needed… https://t.co/2xF5cwFy7U,True,[],[],0,0,False,en,recent,disgusting,taescherrybomb,eli ♡’s jins mullet,97,6540,6463
Sun Nov 10 14:35:18 +0000 2019,1193537621923790848,It's so hard to make dumb people understand. Everything that I said was mentioned in the episode still Maggie fans… https://t.co/6xKy4RoRWc,True,[],[],0,5,,en,recent,disgusting,DrRobbinsDerek,shey,3403,115053,48113
Sun Nov 10 14:35:10 +0000 2019,1193537586804985858,psa since my disgusting self can’t restrict properly i’m going to fast until further notice,False,[],[],0,0,,en,recent,disgusting,kiwizuku,𝚎𝚛𝚒𝚗,19,0,14
Sun Nov 10 14:35:10 +0000 2019,1193537586532360194,"they eat whatever they get their hands on, seen it.  truly disgusting. https://t.co/aDYQSUrCky",False,[],[],0,0,False,en,recent,disgusting,Bluemist60,Bluemist60,289,31322,68490
Sun Nov 10 14:35:07 +0000 2019,1193537573576155137,"Bye where did put anything against each other like one is worse than the other? I literally said ""rightfully so"" fo… https://t.co/UC81qRPPRr",True,[],[],0,9,False,en,recent,disgusting,ByulsEpiphany,Ash🖤𝓐𝓻𝓶𝔂𝓶𝓸𝓸¸.•*,3531,68737,53235
Sun Nov 10 14:35:07 +0000 2019,1193537573525884928,"TL is disgusting , everyone is just dying for clout and attention.",False,[],[],3,17,,en,recent,disgusting,BasilAdil99,Basil,815,3285,2138
Sun Nov 10 14:35:04 +0000 2019,1193537563191054336,omg im disgusting,False,[],[],0,3,,en,recent,disgusting,verydeepeyes,ᴠᴀɴᴇssᴀ🥀,1207,73152,12562
Sun Nov 10 14:34:59 +0000 2019,1193537541930139649,It’s interesting how the US School system teaches about US chattel slavery but omits the many revolts that took pla… https://t.co/TwOtFrpogS,True,[],[],0,1,,en,recent,disgusting,JanaeLampkins,DoctorforChristLampkins,75,4253,2955
Sun Nov 10 14:34:55 +0000 2019,1193537526461607936,That should be a red card and a 20 game ban. Disgusting and vile attack #JusticeForDeGea,False,"[{'text': 'JusticeForDeGea', 'indices': [72, 88]}]",[],0,0,,en,recent,disgusting,oli_v3r,Oli,106,605,1095
Sun Nov 10 14:34:52 +0000 2019,1193537512125263880,Utterly shameful and disgusting behaviour https://t.co/Kf8bqxE4XD,False,[],[],0,0,False,en,recent,disgusting,thukral_madhu,Madhu Thukral,211,19514,22383
Sun Nov 10 14:34:51 +0000 2019,1193537509873061888,ive come to make an announcement shadow the hedgehog is a bitch ass motherfucker who pissed on my fucking wife. tha… https://t.co/50IpUsvloq,True,[],[],0,0,,en,recent,disgusting,lapithperi,bot // still in henry's basement,7,0,2723
Sun Nov 10 14:34:48 +0000 2019,1193537494811316227,"Why people do this? 🤦🏼‍♀️🤦🏼‍♀️
They're adding subtitles on official channels and there are still people who want to… https://t.co/O1ctnbSVWY",True,[],[],0,0,False,en,recent,disgusting,NdeNoe,N.🎗,4386,1230,286009
